;Unnamed: 0.1;Unnamed: 0;coreid;idigbio:associatedsequences;idigbio:barcodeValue;dwc:basisOfRecord;dwc:bed;gbif:canonicalName;dwc:catalogNumber;dwc:class;dwc:collectionCode;dwc:collectionID;idigbio:collectionName;dwc:recordedBy;dwc:vernacularName;idigbio:commonnames;dwc:continent;dwc:coordinateUncertaintyInMeters;dwc:country;idigbio:isoCountryCode;dwc:county;dwc:datasetID;idigbio:eventDate;idigbio:dateModified;idigbio:dataQualityScore;dwc:earliestAgeOrLowestStage;dwc:earliestEonOrLowestEonothem;dwc:earliestEpochOrLowestSeries;dwc:earliestEraOrLowestErathem;dwc:earliestPeriodOrLowestSystem;idigbio:etag;dwc:eventDate;dwc:family;dwc:fieldNumber;idigbio:flags;dwc:formation;dwc:genus;dwc:geologicalContextID;idigbio:geoPoint;dwc:group;idigbio:hasImage;idigbio:hasMedia;dwc:higherClassification;dwc:highestBiostratigraphicZone;dwc:individualCount;dwc:infraspecificEpithet;dwc:institutionCode;dwc:institutionID;idigbio:institutionName;dwc:kingdom;dwc:latestAgeOrHighestStage;dwc:latestEonOrHighestEonothem;dwc:latestEpochOrHighestSeries;dwc:latestEraOrHighestErathem;dwc:latestPeriodOrHighestSystem;dwc:lithostratigraphicTerms;dwc:locality;dwc:lowestBiostratigraphicZone;dwc:maximumDepthInMeters;dwc:maximumElevationInMeters;idigbio:mediarecords;dwc:member;dwc:minimumDepthInMeters;dwc:minimumElevationInMeters;dwc:municipality;dwc:occurrenceID;dwc:order;dwc:phylum;idigbio:recordIds;dwc:recordNumber;idigbio:recordset;dwc:scientificName;dwc:specificEpithet;dwc:startDayOfYear;dwc:stateProvince;dwc:taxonID;dwc:taxonomicStatus;dwc:taxonRank;dwc:typeStatus;idigbio:uuid;dwc:verbatimEventDate;dwc:verbatimLocality;idigbio:version;dwc:waterBody
498713;591399;1152760;dd243756-ccd8-4cf3-b81c-755272ddb8ca;;;preservedspecimen;;;ph00009146;;;019a3280-a69f-4312-bb30-8556e270f1a5;;w. macgregor;;;asia;;indonesia;idn;;;1889-01-15T00:00:00+00:00;2023-01-11T02:53:09.347243+00:00;0.3768115942028985;;;;;;159e5e0a3652b0ce78196f7d2e2b34bb8b474a59;1889;poaceae;;"[""idigbio_isocountrycode_added"", ""dwc_continent_added"", ""taxon_match_failed""]";;danthonia;;;;True;True;plantae|magnoliophyta|monocots|commelinids|poales|poaceae|danthonia;;;;ph;;;plantae;;;;;;;mt. knutsford;;;;"[""5abb66d8-69ef-4c26-a971-ebb0e1b1a4b6""]";;;;;16f75282-90ee-41b5-a0bf-4aa556f127f2;poales;magnoliophyta;"[""65536dcd-7bb2-44e5-af3f-4a13f08e53d0\\16f75282-90ee-41b5-a0bf-4aa556f127f2"", ""65536dcd-7bb2-44e5-af3f-4a13f08e53d0\\30022807""]";s.n.;65536dcd-7bb2-44e5-af3f-4a13f08e53d0;danthonia penicillata;penicillata;15.0;new guinea;216749.0;;species;not indicated;dd243756-ccd8-4cf3-b81c-755272ddb8ca;1889;;;
499343;592196;1154195;52127c63-903f-48ce-9725-45fdd7b82e09;;;preservedspecimen;;;tenn-b-0094407;jungermanniopsida;;71114e0e-7241-42da-9b87-80c4a0de5282;;erik nyman;;;asia;5293.0;indonesia;idn;west java;;1898-01-14T00:00:00+00:00;2023-01-11T01:00:38.034603+00:00;0.4057971014492754;;;;;;8e1d1228ba56752777e463871715466fce201479;1898;radulaceae;;"[""idigbio_isocountrycode_added"", ""dwc_continent_added"", ""taxon_match_failed""]";;radula;;"{""lat"": -6.754676, ""lon"": 107.026356}";;True;True;plantae|bryobiotina|marchantiophyta|jungermanniopsida|jungermanniidae|porellales|radulaceae|radula;;;;tenn;;;plantae;;;;;;;tjibodas [cibodas botanical garden?];;;;"[""7d3c9f16-e58b-4332-98f8-23ab59fffd11""]";;;;;82a0772a-28f5-4d70-bc71-0bc0c88be046;porellales;marchantiophyta;"[""e881a3e2-f7ba-43c8-ae9a-11fcbfd741bb\\4452024"", ""e881a3e2-f7ba-43c8-ae9a-11fcbfd741bb\\82a0772a-28f5-4d70-bc71-0bc0c88be046"", ""urn:uuid:82a0772a-28f5-4d70-bc71-0bc0c88be046""]";;e881a3e2-f7ba-43c8-ae9a-11fcbfd741bb;radula protensa;protensa;14.0;java;168828.0;;species;;52127c63-903f-48ce-9725-45fdd7b82e09;1898?;;;
499344;592197;1154197;984c0043-003d-4acc-b2ad-6dbe9f10f343;;;preservedspecimen;;;tenn-b-0094694;marchantiopsida;;71114e0e-7241-42da-9b87-80c4a0de5282;;v. schiffner;;;asia;11809.0;indonesia;idn;west sumatra;;1894-08-02T00:00:00+00:00;2023-01-11T01:00:38.034603+00:00;0.4347826086956521;;;;;;d159d45e4570645743009f7ac103b9bbb5fbf2fc;1894-08-02;ricciaceae;;"[""idigbio_isocountrycode_added"", ""dwc_continent_added"", ""taxon_match_failed""]";;riccia;;"{""lat"": -0.460386, ""lon"": 100.377373}";;True;True;plantae|bryobiotina|marchantiophyta|marchantiopsida|marchantiales|marchantiidae|ricciaceae|riccia;;;;tenn;;;plantae;;;;;;;padang-pandjang;;;;"[""3a64242f-09bb-46f4-86ca-5014f8f4b778""]";;;770.0;;b2a3f84e-d3af-4e84-90ce-cdb957d7d032;marchantiales;marchantiophyta;"[""e881a3e2-f7ba-43c8-ae9a-11fcbfd741bb\\4452175"", ""e881a3e2-f7ba-43c8-ae9a-11fcbfd741bb\\b2a3f84e-d3af-4e84-90ce-cdb957d7d032"", ""urn:uuid:b2a3f84e-d3af-4e84-90ce-cdb957d7d032""]";1893/1894;e881a3e2-f7ba-43c8-ae9a-11fcbfd741bb;riccia sumatrana;sumatrana;214.0;sumatra;169441.0;;species;;984c0043-003d-4acc-b2ad-6dbe9f10f343;2 august 1894;;;
499385;592275;1154310;90b6a533-53f8-4e38-9730-f2805fa1a6b9;;;preservedspecimen;;;ph00760876;;;019a3280-a69f-4312-bb30-8556e270f1a5;;e.f. de vogel;;;asia;;indonesia;idn;unknown;;1979-06-17T00:00:00+00:00;2023-01-11T02:53:09.347243+00:00;0.3478260869565217;;;;;;dba2ac90e8f3254d7148c291ef92c67b5a8d8bf5;1979-06-17;apocynaceae;;"[""geopoint_datum_missing"", ""geopoint_low_precision"", ""idigbio_isocountrycode_added"", ""dwc_continent_added"", ""taxon_match_failed""]";;alstonia;;"{""lat"": -2.333333, ""lon"": 121.45}";;True;True;plantae|magnoliophyta|eudicots|core eudicots|lamiids|asterids|gentianales|apocynaceae;;;;ph;;;plantae;;;;;;;sulawesi selatan, n. shore of lake matano, east of nuha;;;;"[""b444e73c-a127-4f09-88c9-e09b0d12244b""]";;;400.0;;fd72ae5d-3e80-47ef-8c15-1e409f34cc1f;gentianales;magnoliophyta;"[""urn:uuid:fd72ae5d-3e80-47ef-8c15-1e409f34cc1f"", ""65536dcd-7bb2-44e5-af3f-4a13f08e53d0\\24513037"", ""65536dcd-7bb2-44e5-af3f-4a13f08e53d0\\fd72ae5d-3e80-47ef-8c15-1e409f34cc1f""]";5838;65536dcd-7bb2-44e5-af3f-4a13f08e53d0;alstonia;;168.0;sulawesi;71684.0;;genus;;90b6a533-53f8-4e38-9730-f2805fa1a6b9;;;;
499389;592279;1154317;28676db1-dded-4db9-92d3-8165e60b9684;;;preservedspecimen;;;tenn-b-0106106;bryopsida;;71114e0e-7241-42da-9b87-80c4a0de5282;;erik nyman;;;asia;12935.0;indonesia;idn;;;1898-07-02T00:00:00+00:00;2023-01-11T01:00:38.034603+00:00;0.391304347826087;;;;;;4ad38f9140b97db3a9fa8e72ea50d6220d3f67b6;1898-07-02;brachytheciaceae;;"[""idigbio_isocountrycode_added"", ""dwc_continent_added"", ""taxon_match_failed""]";;rhynchostegium;;"{""lat"": -7.5492, ""lon"": 108.2235}";;True;True;plantae|bryobiotina|bryophyta|bryopsida|bryidae|hypnanae|hypnales|brachytheciaceae|rhynchostegium;;;;tenn;;;plantae;;;;;;;tjibodas, prope (near) tjibeureum;;;;"[""22e6d808-3fec-4ea4-b104-096452285a5e"", ""e30d7bbb-bc86-46ec-a469-b9a0e19bd18e""]";;;;;aa2235df-9cd8-4129-bf4c-6fc34a043dbf;hypnales;bryophyta;"[""urn:uuid:aa2235df-9cd8-4129-bf4c-6fc34a043dbf"", ""e881a3e2-f7ba-43c8-ae9a-11fcbfd741bb\\aa2235df-9cd8-4129-bf4c-6fc34a043dbf"", ""e881a3e2-f7ba-43c8-ae9a-11fcbfd741bb\\5884858""]";;e881a3e2-f7ba-43c8-ae9a-11fcbfd741bb;rhynchostegium muelleri;muelleri;183.0;java;237055.0;;species;;28676db1-dded-4db9-92d3-8165e60b9684;2.vii.1989;;;
499538;592454;1154732;95179ea2-8be4-4882-9cc5-1cfefbd35ff6;;;preservedspecimen;;;ph00226853;;;019a3280-a69f-4312-bb30-8556e270f1a5;;"e. f. de vogel; van balgooy, darnaedi, tantra, hennipman, de joncheere";;;asia;;indonesia;idn;;;1979-05-26T00:00:00+00:00;2023-01-11T02:53:09.347243+00:00;0.3478260869565217;;;;;;83a4c8239e73c70893b64440d2943c22bc7d1ea5;1979-05-26;lauraceae;;"[""idigbio_isocountrycode_added"", ""dwc_continent_added"", ""taxon_match_failed""]";;litsea;;;;False;False;plantae|magnoliophyta|magnoliids|laurales|lauraceae;;;;ph;;;plantae;;;;;;;sopu valley;;;;;;;;;2f55c152-3ab6-4d3b-beda-e41bec9bc0b5;laurales;magnoliophyta;"[""65536dcd-7bb2-44e5-af3f-4a13f08e53d0\\29986773"", ""65536dcd-7bb2-44e5-af3f-4a13f08e53d0\\2f55c152-3ab6-4d3b-beda-e41bec9bc0b5""]";5561;65536dcd-7bb2-44e5-af3f-4a13f08e53d0;litsea;;146.0;sulawesi;19274.0;;genus;;95179ea2-8be4-4882-9cc5-1cfefbd35ff6;1979-5-26;;;
499570;592492;1154931;f9b18ab8-d152-4fe2-8cc9-243a45c7f406;;;preservedspecimen;;;ind-0034868;;;28be2df2-5062-4277-a5d8-fdd890b9b10b;;rahmat si boeea;;;asia;2500.0;indonesia;idn;;;1932-06-27T00:00:00+00:00;2023-01-11T03:34:54.037591+00:00;0.3768115942028985;;;;;;cdc8fda321207990715b8dc12a65298fdad5841c;1932-06-27;poaceae;;"[""geopoint_datum_missing"", ""idigbio_isocountrycode_added"", ""dwc_continent_added""]";;hymenachne;;"{""lat"": 2.094238, ""lon"": 99.835275}";;True;True;plantae|magnoliophyta|monocots|commelinids|poales|poaceae|hymenachne;;;;ind;;;plantae;;;;;;;"sigmata, near rantau parapat, bila; galaga";;;;"[""a03e8272-3080-45b5-8f34-a5e744aff4f3""]";;;;;ae197528-4e25-4ed1-b652-c0f777cca859;poales;magnoliophyta;"[""urn:uuid:ae197528-4e25-4ed1-b652-c0f777cca859"", ""0dab1fc7-ca99-456b-9985-76edbac003e0\\9741293"", ""0dab1fc7-ca99-456b-9985-76edbac003e0\\ae197528-4e25-4ed1-b652-c0f777cca859""]";3151;0dab1fc7-ca99-456b-9985-76edbac003e0;hymenachne auritum;auritum;179.0;;305627.0;;species;;f9b18ab8-d152-4fe2-8cc9-243a45c7f406;27 june-23 july 1932;;;
499903;592891;1155624;da3dbb43-b7cd-474c-b9e2-adbd798818f2;;;preservedspecimen;;;ph00226469;;;019a3280-a69f-4312-bb30-8556e270f1a5;;"e. f. de vogel; van balgooy, darnaedi, tantra, hennipman, de joncheere";;;asia;;indonesia;idn;;;1979-07-16T00:00:00+00:00;2023-01-11T02:53:09.347243+00:00;0.3333333333333333;;;;;;9e5c5412cc7fc6361e999ec5ca4c45daad1d1f13;1979-07-16;salicaceae;;"[""idigbio_isocountrycode_added"", ""dwc_continent_added"", ""taxon_match_failed""]";;casearia;;;;False;False;plantae|magnoliophyta|eudicots|core eudicots|fabids|rosids|malpighiales|salicaceae;;;;ph;;;plantae;;;;;;;;;;;;;;;;fe02b8dc-3b3f-4f60-9c9e-8f4c6b911176;malpighiales;magnoliophyta;"[""65536dcd-7bb2-44e5-af3f-4a13f08e53d0\\29986436"", ""65536dcd-7bb2-44e5-af3f-4a13f08e53d0\\fe02b8dc-3b3f-4f60-9c9e-8f4c6b911176""]";6292;65536dcd-7bb2-44e5-af3f-4a13f08e53d0;casearia;;197.0;sulawesi selatan;46977.0;;genus;;da3dbb43-b7cd-474c-b9e2-adbd798818f2;1979-7-16;;;
499941;592942;1155695;e92899d6-1220-4599-b505-72f08f05d478;;;preservedspecimen;;;ph00061150;;;019a3280-a69f-4312-bb30-8556e270f1a5;;benjamin c. stone;;;asia;;indonesia;idn;;;1979-04-05T00:00:00+00:00;2023-01-11T02:53:09.347243+00:00;0.3478260869565217;;;;;;b9209d1d12932ca27ed0fea40a575eb2c1f415b9;1979-04-05;gesneriaceae;;"[""idigbio_isocountrycode_added"", ""dwc_continent_added""]";;;;;;True;True;plantae|magnoliophyta|eudicots|core eudicots|lamiids|asterids|lamiales;;;;ph;;;plantae;;;;;;;mulu national park, sarawak, borneo;;;;"[""31ad5164-cd7e-45c7-bd7c-0e2e328d99c6""]";;;300.0;;f3b0f5a6-fbbe-4ef3-a4e1-a7b17ddf6126;lamiales;magnoliophyta;"[""65536dcd-7bb2-44e5-af3f-4a13f08e53d0\\f3b0f5a6-fbbe-4ef3-a4e1-a7b17ddf6126"", ""65536dcd-7bb2-44e5-af3f-4a13f08e53d0\\29983737""]";13651;65536dcd-7bb2-44e5-af3f-4a13f08e53d0;gesneriaceae;;95.0;;16482.0;;family;;e92899d6-1220-4599-b505-72f08f05d478;1979-4-5;;;
499943;592944;1155697;efb85b52-d026-4d7f-a78d-8ecd9dc0ac16;;;preservedspecimen;;;ph00061151;;;019a3280-a69f-4312-bb30-8556e270f1a5;;benjamin c. stone;;;asia;;indonesia;idn;;;1979-04-05T00:00:00+00:00;2023-01-11T02:53:09.347243+00:00;0.3478260869565217;;;;;;3a086fc4c31da83a20118d5ebeab1502970cbf8c;1979-04-05;gesneriaceae;;"[""idigbio_isocountrycode_added"", ""dwc_continent_added""]";;;;;;True;True;plantae|magnoliophyta|eudicots|core eudicots|lamiids|asterids|lamiales;;;;ph;;;plantae;;;;;;;mulu national park, sarawak, borneo;;;;"[""83b9e741-5ef5-4665-83a4-099631b5f1f9""]";;;300.0;;d5f6c529-be01-450d-9999-de065001800a;lamiales;magnoliophyta;"[""65536dcd-7bb2-44e5-af3f-4a13f08e53d0\\29983738"", ""65536dcd-7bb2-44e5-af3f-4a13f08e53d0\\d5f6c529-be01-450d-9999-de065001800a""]";13651;65536dcd-7bb2-44e5-af3f-4a13f08e53d0;gesneriaceae;;95.0;;16482.0;;family;;efb85b52-d026-4d7f-a78d-8ecd9dc0ac16;1979-4-5;;;
500061;593076;1155868;8ef93847-166a-462c-a9a6-3baa6b3a99ea;;;preservedspecimen;;;;magnoliopsida;herbarium;cc54a5fd-2e20-4ea6-8871-b2af436d9de3;;"elizabeth a. widjaja; agus suyadi";;;asia;;indonesia;idn;south east sulawesi;;2010-10-30T00:00:00+00:00;2023-01-11T03:09:22.708996+00:00;0.4057971014492754;;;;;;df00b2f09b8c4d5f57acedef76b7ae6afdc94de6;2010-10-30;lauraceae;;"[""geopoint_datum_missing"", ""idigbio_isocountrycode_added"", ""dwc_continent_added"", ""taxon_match_failed""]";;persea;;"{""lat"": -5.398222, ""lon"": 119.919722}";;False;False;organism|plantae|viridiplantae|streptophyta|embryophyta|tracheophyta|spermatophytina|magnoliopsida|magnolianae|laurales|lauraceae|persea;;;;dav;;;plantae;;;;;;;indonesia. sulawesi island. south sulawesi province: gowa district, tompobulu subdistrict, cikoro village, surrounding pos 1, lompobatang mountain.;;;;;;;1520.0;;6adace01-f5ea-4dbd-9b31-d56c9f9ae6a0;laurales;tracheophyta;"[""b9ab58cf-785e-44a7-a873-1966e14a6715\\6adace01-f5ea-4dbd-9b31-d56c9f9ae6a0"", ""urn:uuid:6adace01-f5ea-4dbd-9b31-d56c9f9ae6a0"", ""b9ab58cf-785e-44a7-a873-1966e14a6715\\3926988""]";eaw9182;b9ab58cf-785e-44a7-a873-1966e14a6715;persea rimosa;rimosa;303.0;sulawesi;374353.0;;species;;8ef93847-166a-462c-a9a6-3baa6b3a99ea;30 oct 2010;;;
500517;593627;1157255;dc7b17a1-4625-4981-924f-8f811497abbd;;;preservedspecimen;;;ph00660848;polypodiopsida;;019a3280-a69f-4312-bb30-8556e270f1a5;;s. dillon ripley;;;asia;;indonesia;idn;unknown;;1939-04-14T00:00:00+00:00;2023-01-11T02:53:09.347243+00:00;0.391304347826087;;;;;;77264ac995e473667934f4e528e8f63e710a4e67;1939-04-14;dryopteridaceae;;"[""idigbio_isocountrycode_added"", ""dwc_continent_added""]";;diacalpe;;;;True;True;plantae|tracheobionta|pteridophyta|polypodiopsida|polypodiales|dryopteridaceae;;;;ph;;;plantae;;;;;;;blaugbeke, mount loser;;;;"[""1d234547-fed4-48ce-a1dc-c9c9dc4ce66a""]";;;;;015e44ff-0e9e-43a7-a7f0-a6360213a9c4;polypodiales;pteridophyta;"[""urn:uuid:015e44ff-0e9e-43a7-a7f0-a6360213a9c4"", ""65536dcd-7bb2-44e5-af3f-4a13f08e53d0\\015e44ff-0e9e-43a7-a7f0-a6360213a9c4"", ""65536dcd-7bb2-44e5-af3f-4a13f08e53d0\\24233608""]";37;65536dcd-7bb2-44e5-af3f-4a13f08e53d0;diacalpe;;104.0;sumatra;338244.0;;genus;;dc7b17a1-4625-4981-924f-8f811497abbd;april 14 1939;;;
500551;593669;1157371;e50c03d0-9fe2-4906-a1a7-5f1aeb58d691;;;preservedspecimen;;;ph00726914;polypodiopsida;;019a3280-a69f-4312-bb30-8556e270f1a5;;;;;asia;;indonesia;idn;;;;2023-01-11T02:53:09.347243+00:00;0.2608695652173913;;;;;;19b460a781623e96f09a14b8e4e366e530904a05;;polypodiaceae;;"[""idigbio_isocountrycode_added"", ""dwc_continent_added""]";;weatherbya;;;;True;True;plantae|tracheobionta|pteridophyta|polypodiopsida|polypodiales|polypodiaceae;;;;ph;;;plantae;;;;;;;;;;;"[""dd1474c1-9f65-4126-979f-bdd49ba59a4d""]";;;;;693e5ee0-347e-435b-82ab-cfde2de1d9ea;polypodiales;pteridophyta;"[""65536dcd-7bb2-44e5-af3f-4a13f08e53d0\\693e5ee0-347e-435b-82ab-cfde2de1d9ea"", ""urn:uuid:693e5ee0-347e-435b-82ab-cfde2de1d9ea"", ""65536dcd-7bb2-44e5-af3f-4a13f08e53d0\\24789288""]";;65536dcd-7bb2-44e5-af3f-4a13f08e53d0;weatherbya;;;;338715.0;;genus;;e50c03d0-9fe2-4906-a1a7-5f1aeb58d691;;;;
500731;593894;1158000;e235900e-ea05-4df1-be2d-df2ac27f70ee;;;preservedspecimen;;;cinc-b-0041771;jungermanniopsida;;b07db383-76ea-4924-8d81-17e490b09152;;schiffner, v.;;;asia;;indonesia;idn;;;1894-07-10T00:00:00+00:00;2022-12-06T22:34:15.339128+00:00;0.3768115942028985;;;;;;729147d65dfdf02a58fc77f7b0039b087ae6fa00;1894-07-10;jungermanniaceae;;"[""idigbio_isocountrycode_added"", ""dwc_continent_added"", ""taxon_match_failed""]";;aplozia;;;;True;True;plantae|bryobiotina|marchantiophyta|jungermanniopsida|jungermanniidae|jungermanniales|jungermanniaceae|aplozia;;;;cinc;;;plantae;;;;;;;java: prov. preanger. in regione superiore montis ignivomi gedeh.;;;;"[""a736179f-d1b4-41ff-8241-0a0ab4868cc0""]";;;2700.0;;e9749766-8fe7-48e7-a499-b9c522884f4b;jungermanniales;marchantiophyta;"[""1701a75c-5a57-48c3-84c2-234a53f4c3e2\\6109434"", ""1701a75c-5a57-48c3-84c2-234a53f4c3e2\\e9749766-8fe7-48e7-a499-b9c522884f4b""]";520;1701a75c-5a57-48c3-84c2-234a53f4c3e2;aplozia stephanii;stephanii;191.0;;179130.0;;species;;e235900e-ea05-4df1-be2d-df2ac27f70ee;10/7 1894;;;
501081;594328;1159013;95c24d49-1f5e-429f-ab51-68027fab0c4b;;;preservedspecimen;;;;magnoliopsida;herbarium;cc54a5fd-2e20-4ea6-8871-b2af436d9de3;;"yessi s.; a. hidayat & u. hapid";;;asia;;indonesia;idn;south east sulawesi;;2009-08-04T00:00:00+00:00;2023-01-11T03:09:22.708996+00:00;0.391304347826087;;;;;;1f8a793bb599eba869f019f359fb6e1ec8b1b03f;2009-08-04;myrsinaceae;;"[""geopoint_datum_missing"", ""idigbio_isocountrycode_added"", ""dwc_continent_added"", ""taxon_match_failed""]";;ardisia;;"{""lat"": -3.631389, ""lon"": 121.075556}";;False;False;organism|plantae|viridiplantae|streptophyta|embryophyta|tracheophyta|spermatophytina|magnoliopsida|asteranae|ericales|primulaceae;;;;dav;;;plantae;;;;;;;indonesia. sulawesi island. south east sulawesi province: north kolaka district. rante angin subdistrict. tinukari village. mekongga mountain, camp 1.;;;;;;;130.0;;29bcf0dd-3ed8-4849-aca0-431754bb3d5b;ericales;tracheophyta;"[""b9ab58cf-785e-44a7-a873-1966e14a6715\\29bcf0dd-3ed8-4849-aca0-431754bb3d5b"", ""urn:uuid:29bcf0dd-3ed8-4849-aca0-431754bb3d5b"", ""b9ab58cf-785e-44a7-a873-1966e14a6715\\3927140""]";ys408;b9ab58cf-785e-44a7-a873-1966e14a6715;ardisia;;216.0;sulawesi;60159.0;;genus;;95c24d49-1f5e-429f-ab51-68027fab0c4b;4 aug 2009;;;
501085;594333;1159018;911d5366-d33a-41ad-a191-07d8ba9addd9;;;preservedspecimen;;;;magnoliopsida;herbarium;cc54a5fd-2e20-4ea6-8871-b2af436d9de3;;"a. hidayat; yessi s.& u. hapid";;;asia;;indonesia;idn;south east sulawesi;;2009-08-07T00:00:00+00:00;2023-01-11T03:09:22.708996+00:00;0.391304347826087;;;;;;2cd6db02efc2e8114af803eac68a09c5b2c429cb;2009-08-07;rubiaceae;;"[""geopoint_datum_missing"", ""idigbio_isocountrycode_added"", ""dwc_continent_added"", ""taxon_match_failed""]";;gardenia;;"{""lat"": -3.638667, ""lon"": 121.170056}";;False;False;organism|plantae|viridiplantae|streptophyta|embryophyta|tracheophyta|spermatophytina|magnoliopsida|asteranae|gentianales|rubiaceae;;;;dav;;;plantae;;;;;;;indonesia. sulawesi island. south east sulawesi province: north kolaka district. rante angin subdistrict. tinukari village. mekongga mountainous, water fall area.;;;;;;;1063.0;;64d91c0f-71a4-4a7c-a19c-54a7b3ac6c8f;gentianales;tracheophyta;"[""b9ab58cf-785e-44a7-a873-1966e14a6715\\3927410"", ""b9ab58cf-785e-44a7-a873-1966e14a6715\\64d91c0f-71a4-4a7c-a19c-54a7b3ac6c8f"", ""urn:uuid:64d91c0f-71a4-4a7c-a19c-54a7b3ac6c8f""]";ah4209;b9ab58cf-785e-44a7-a873-1966e14a6715;gardenia;;219.0;sulawesi;60593.0;;genus;;911d5366-d33a-41ad-a191-07d8ba9addd9;7 aug 2009;;;
501087;594335;1159020;6134191e-1490-4a55-89e2-9e4474b7be93;;;preservedspecimen;;;;magnoliopsida;herbarium;cc54a5fd-2e20-4ea6-8871-b2af436d9de3;;"elizabeth a. widjaja; megawati, hamzah, wahyudi santoso";;;asia;;indonesia;idn;south east sulawesi;;2011-04-17T00:00:00+00:00;2023-01-11T03:09:22.708996+00:00;0.4057971014492754;;;;;;2017d24f1ce9247a99b6817bb30c2f597629a092;2011-04-17;leeaceae;;"[""idigbio_isocountrycode_added"", ""dwc_continent_added"", ""taxon_match_failed""]";;leea;;;;False;False;organism|plantae|viridiplantae|streptophyta|embryophyta|tracheophyta|spermatophytina|magnoliopsida|rosanae|vitales|leeaceae|leea;;;;dav;;;plantae;;;;;;;indonesia. sulawesi. south east sulawesi: kolaka district, uloiwoi subdistrict, pohanggu protected forest, pohanggu village.;;;;;;;500.0;;f56aee47-5247-4466-8110-62ed4cfa551a;vitales;tracheophyta;"[""b9ab58cf-785e-44a7-a873-1966e14a6715\\f56aee47-5247-4466-8110-62ed4cfa551a"", ""b9ab58cf-785e-44a7-a873-1966e14a6715\\3927499"", ""urn:uuid:f56aee47-5247-4466-8110-62ed4cfa551a""]";eaw9528;b9ab58cf-785e-44a7-a873-1966e14a6715;leea indica;indica;107.0;sulawesi;371923.0;;species;;6134191e-1490-4a55-89e2-9e4474b7be93;17 apr 2011;;;
503279;596975;1165436;3d2bd019-ba79-49d3-8db0-ec5ed69a79fd;;;preservedspecimen;;;;magnoliopsida;herbarium;cc54a5fd-2e20-4ea6-8871-b2af436d9de3;;"elizabeth a. widjaja; agus suyadi, hamzah";;;asia;;indonesia;idn;south sulawesi;;2010-07-12T00:00:00+00:00;2023-01-11T03:09:22.708996+00:00;0.4057971014492754;;;;;;c365c832f03505c93fd14ed5e72c23990bebff8a;2010-07-12;verbenaceae;;"[""idigbio_isocountrycode_added"", ""dwc_continent_added"", ""taxon_match_failed""]";;gmelina;;;;False;False;organism|plantae|viridiplantae|streptophyta|embryophyta|tracheophyta|spermatophytina|magnoliopsida|asteranae|lamiales|lamiaceae|gmelina;;;;dav;;;plantae;;;;;;;indonesia. sulawesi, south sulawesi, soroako district. on the way from lasasua to makasar, inco area.;;;;;;;300.0;;c389429e-786f-44a2-a257-d50c8a157dd7;lamiales;tracheophyta;"[""b9ab58cf-785e-44a7-a873-1966e14a6715\\c389429e-786f-44a2-a257-d50c8a157dd7"", ""urn:uuid:c389429e-786f-44a2-a257-d50c8a157dd7"", ""b9ab58cf-785e-44a7-a873-1966e14a6715\\3927476""]";eaw9118;b9ab58cf-785e-44a7-a873-1966e14a6715;gmelina palawensis;palawensis;193.0;sulawesi;373516.0;;species;;3d2bd019-ba79-49d3-8db0-ec5ed69a79fd;12 jul 2010;;;
503287;596983;1165692;b8211a9a-4736-4f1a-86be-ab906f9bd085;;;preservedspecimen;;;;magnoliopsida;herbarium;cc54a5fd-2e20-4ea6-8871-b2af436d9de3;;"elizabeth a. widjaja; agus suyadi, wahyudi santoso, ujang hapid";;;asia;;indonesia;idn;south east sulawesi;;2011-06-30T00:00:00+00:00;2023-01-11T03:09:22.708996+00:00;0.391304347826087;;;;;;a791dac9d47577e39c54666d33953d58561ee3b3;2011-06-30;leeaceae;;"[""geopoint_datum_missing"", ""geopoint_low_precision"", ""idigbio_isocountrycode_added"", ""dwc_continent_added"", ""taxon_match_failed""]";;leea;;"{""lat"": -3.65, ""lon"": 121.147778}";;False;False;organism|plantae|viridiplantae|streptophyta|embryophyta|tracheophyta|spermatophytina|magnoliopsida|rosanae|vitales|leeaceae|leea;;;;dav;;;plantae;;;;;;;indonesia. sulawesi island. south east sulawesi province: north kolaka district. rante angin subdistrict. tinukari village. mekongga mountainous range, on the way to camp.3.;;;;;;;942.0;;22d387c4-d4cc-4044-bd43-409d0f2e3c13;vitales;tracheophyta;"[""urn:uuid:22d387c4-d4cc-4044-bd43-409d0f2e3c13"", ""b9ab58cf-785e-44a7-a873-1966e14a6715\\22d387c4-d4cc-4044-bd43-409d0f2e3c13"", ""b9ab58cf-785e-44a7-a873-1966e14a6715\\3927232""]";eaw9723;b9ab58cf-785e-44a7-a873-1966e14a6715;leea indica;indica;181.0;sulawesi;371923.0;;species;;b8211a9a-4736-4f1a-86be-ab906f9bd085;30 jun 2011;;;
